fyear,gvkey,p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf
1997,6136,2819.0,1,4025.655,3013.559,5702.521,1107.155,745.945,2503.832,130.819,157.555,254.759,452.715,114.594,239.146,0.0,0.0,30.739,3751.641,4563.449,239.146,660.899,0.0,881.411,3176.09,2997.202,36.862,151.076,184.883,49.445,49.812,-0.013178315,0.0027991,0.076358297,0.0,0.808022627,0.247339587,-0.226022146,0.000217075,1,0.169904019,0.908733685,0.154565148,0.083028892,0.003685832
1997,6435,1533.0,1,3489.0,747.1,11266.0,4125.3,90.8,7244.8,556.347,663.1,107.5,1803.9,507.7,884.0,1319.5,0.0,0.0,3706.3,6978.1,901.5,9756.2,0.0,3918.3,1606.3,12546.6,49.2,416.8,433.1,181.8,49.312,0.002154753,-0.037729808,-0.00472488,-0.002492244,0.494816261,-0.042912913,0.04172925,-0.04256356,1,0.150368615,0.915282703,0.347798686,0.134599681,-0.007251738
1997,7171,1329.0,1,4105.6,2145.3,5607.5,1406.8,113.6,19248.8,93.22,10.0,445.8,1389.6,87.2,154.9,2583.5,0.0,77.9,2577.8,4200.7,154.9,870.3,0.0,1012.2,1380.4,20844.4,11.3,115.7,98.6,108.7,57.75,0.075229817,0.050239789,0.028923128,0.060109644,0.903004904,0.679193215,0.313867206,-0.002646434,1,0.261319171,0.956683097,0.180508248,0.064592064,-0.022448355
1997,8972,2449.0,1,9233.0,1845.0,28598.0,10425.0,296.0,10127.0,338.565,5656.0,2889.0,4406.0,457.0,527.0,5280.0,589.0,0.0,11886.0,18173.0,527.0,5250.0,0.0,4271.0,2274.0,13673.0,44.0,0.0,263.0,397.0,50.5,-0.01476062,0.285387079,0.036438355,0.092567137,0.888558641,0.040413078,0.10065554,-0.046071568,1,0.609737107,1.244967919,0.149346108,0.041506399,-0.297175949
1997,9538,1470.0,1,529.235,78.805,1124.385,399.015,117.296,1504.369,1.488,164.288,10.213,306.666,56.896,30.574,211.024,0.0,108.744,360.902,725.37,30.574,771.288,0.0,384.313,175.64,1780.333,0.0,0.0,14.008,31.292,440.0,-0.04145378,0.030056316,-0.008119977,0.023787851,0.463111835,0.279863813,0.134010544,0.022510677,1,0.609443732,0.940192682,0.341798405,0.067480445,-0.004003626
1997,10422,1511.0,1,295.673,58.634,390.539,164.725,27.5,259.285,16.057,3.968,0.0,109.1,17.869,16.447,108.178,19.254,0.0,107.026,223.023,15.207,144.469,0.0,80.124,148.688,465.87,9.4,3.39,12.408,7.181,26.5,0.108187574,0.101937599,0.054277219,0.062949026,0.796158642,-0.073623026,0.223619519,0.059225895,1,0.387123232,1.336685728,0.205162609,0.089097376,-0.039448482
1997,10549,1190.0,1,128.461,31.814,170.969,119.82,12.753,556.29,8.143,0.0,0.0,0.0,4.461,16.423,60.447,0.0,0.0,49.302,51.149,16.423,28.213,0.0,113.181,51.614,624.435,0.0,0.0,11.214,0.636,25.0,-0.011699481,0.005598914,0.010609682,-0.017569403,0.831507466,0.05479524,-0.003999,-0.004394839,0,0.588579148,1.037878788,0.661997204,0.165369161,-0.003563469
1997,11636,1542.0,1,10766.0,776.0,27732.0,4985.0,75.0,8363.0,326.241,3707.0,642.0,9416.0,739.0,1452.0,2052.0,7754.0,0.0,7692.0,22349.0,1452.0,5158.0,271.0,3355.0,6744.0,18166.0,140.0,0.0,728.0,617.0,73.875,0.011952337,-0.002529789,0.012318973,0.002933089,0.911582288,0.052973484,0.001547432,0.007542495,1,0.206837428,1.014743786,0.120979374,0.100858214,0.011549038
1997,12141,1563.0,1,10373.0,721.0,14387.0,9797.0,8966.0,732.0,1204.0,0.0,0.0,0.0,353.0,3454.0,0.0,0.0,5260.0,3610.0,3610.0,3454.0,2777.0,980.0,5288.0,980.0,11358.0,2520.0,466.0,1860.0,0.0,126.375,-0.056781046,0.134068628,0.027859477,0.0,0.274970459,0.279112969,0.08769206,0.028476314,1,0.064388077,1.106868808,0.367554042,0.369361229,-0.03120915
1997,13839,2620.0,1,184.654,28.174,552.426,225.954,21.469,235.587,11.927,4.583,235.9,194.325,24.666,17.776,91.733,0.0,0.0,67.911,326.472,17.776,369.469,0.0,80.986,61.883,374.215,4.508,4.857,14.831,6.613,46.0,0.062618747,-0.042712176,0.01072873,0.057529236,0.531501052,0.022467117,0.347056403,-0.032796221,1,0.411842331,1.011662382,0.146600631,0.070995934,0.020872219
1997,14913,1575.0,1,139.302,43.995,227.303,116.902,6.079,96.222,80.001,31.148,40.248,20.434,5.4,-11.637,58.714,11.103,0.0,79.133,100.028,-11.637,66.668,0.0,-82.199,54.418,136.715,1.536,0.0,-1.256,7.051,3.125,0.074079316,0.013815451,0.003294041,0.12135246,0.732260463,0.451557832,1.336334245,-0.038337481,1,0.467602155,0.775647358,-0.361627431,-0.025701377,-0.056350056
1997,20204,1766.0,1,23.408,3.286,30.881,24.681,0.367,68.195,12.425,0.0,0.0,0.0,0.604,4.536,16.179,0.0,0.0,6.139,6.2,4.536,1.81,0.0,1.216,3.636,92.976,9.513,0.0,1.197,1.129,4.937,0.599473569,0.706119763,0.101206405,0.268206186,0.960558272,1.019129273,0.665188378,0.11242892,1,0.402349334,1.322612012,0.039376963,0.22220783,-0.55735907
1997,24803,3217.0,1,204.646,19.758,292.28,265.102,155.844,38.562,35.914,0.256,0.0,0.147,6.938,32.888,11.809,0.0,58.486,27.031,27.178,32.888,69.629,0.0,-12.426,21.072,104.85,125.444,0.825,3.652,0.157,49.562,0.015452156,0.669866767,0.012493125,0.009422047,0.324182291,0.702162674,0.023555407,-0.009941541,1,0.148936256,1.524213406,-0.042514028,0.125554263,-0.566769206
1997,25279,1295.0,1,1020.484,98.878,1924.27,957.298,80.309,462.026,193.811,447.208,52.005,46.325,86.692,131.48,391.58,0.0,22.316,793.408,966.972,110.4,706.515,0.0,600.751,365.463,1830.778,96.213,11.436,83.651,19.285,45.875,0.078811593,0.0,0.038748131,0.096244382,0.698963243,0.28521256,0.034992909,-0.064915674,1,0.107669489,1.015197849,0.312196833,0.110865939,0.0
1997,26012,3073.0,1,99.827,14.098,185.191,127.765,10.56,136.469,16.765,8.437,81.205,8.043,6.325,30.915,31.922,0.0,0.0,38.323,57.426,30.915,27.013,0.0,93.943,47.197,279.821,3.846,3.266,21.199,2.652,36.875,0.065969258,0.121315591,0.018394845,0.008296371,0.873957158,0.239673275,-0.019211387,0.024713584,1,0.206669464,0.979310241,0.507276272,0.295727114,-0.084380841
1997,28337,1534.0,1,44.212,5.354,64.382,35.816,1.127,78.861,7.417,0.48,36.68,13.408,3.714,0.338,22.707,0.0,0.0,13.631,28.566,0.338,39.174,0.0,23.08,15.901,102.279,0.6,0.0,0.38,1.07,5.125,-0.021225749,0.020691288,-0.037900941,-0.024218732,0.727765525,-0.063304155,0.005078451,-0.028672311,1,0.942225671,1.126427489,0.358485291,0.027771737,-0.049811793
1997,29095,2953.0,1,119.162,4.045,143.41,112.987,88.568,7.435,16.738,0.0,0.0,0.0,3.141,6.707,0.252,3.771,31.357,30.423,30.423,6.707,29.902,0.0,5.154,27.388,76.7,7.565,0.939,2.927,0.0,26.75,-0.050479304,0.010555809,0.044047697,-0.002361067,0.247890663,0.487910751,-0.056153986,0.011242416,1,0.252348733,1.58206678,0.035938916,0.067178021,0.005396724
1997,29457,1454.0,1,3.118,2.923,8.037,-1.83,0.572,11.12,4.292,0.665,0.172,1.885,0.682,-2.632,2.118,0.02,0.0,7.982,9.867,-2.632,1.715,0.0,-13.225,0.366,15.085,0.015,0.0,0.0,0.245,4.719,-0.512499282,-0.519625309,-0.107235216,-0.062984886,0.810625855,0.116937452,-0.608240743,-0.33207756,1,-0.090352758,0.858554913,-1.645514495,-0.297001369,0.187345555
1997,29609,3045.0,1,16.527,7.568,48.895,25.059,0.219,40.781,8.582,4.178,0.85,10.756,0.918,1.069,6.635,0.15,0.0,12.045,23.836,1.069,1.32,0.0,4.991,8.855,65.353,0.052,0.299,0.786,2.148,4.812,-0.049534447,0.015528821,0.00319711,-0.014760684,0.980325187,-0.029617943,-0.115035001,-0.029626458,1,0.606805724,0.993962132,0.102075877,0.081869312,-0.037638706
1997,29930,1629.0,1,89.297,11.816,98.245,68.127,3.108,90.08,6.428,0.395,0.0,14.585,1.237,6.602,54.736,0.0,0.0,13.964,30.118,6.602,10.588,0.0,17.136,29.591,112.952,20.718,1.592,4.192,1.678,17.812,0.267077206,0.322718771,0.083600472,0.148185664,0.895679169,0.291915216,0.08800101,-0.005570813,1,0.595018949,0.969673422,0.17442109,0.126947936,-0.310425599
1997,30068,1967.0,1,172.251,31.353,395.196,185.267,2.821,274.777,11.301,1.527,165.376,116.978,10.267,26.381,93.841,0.0,0.0,81.27,209.929,26.057,66.685,0.0,51.784,68.538,396.11,74.175,4.321,18.979,11.339,35.75,0.192598551,0.318240999,0.115878348,0.137695755,0.863477869,0.54501482,-0.03475479,0.014209034,1,0.458569481,0.815511203,0.131033715,0.142650735,-0.277257849
1997,30086,1456.0,1,18.968,1.851,39.556,27.835,5.971,7.616,5.251,0.597,1.736,6.277,0.749,2.035,6.937,0.0,0.0,3.1,11.721,2.035,21.639,0.0,7.59,5.173,17.385,8.159,0.0,1.36,0.767,8.75,0.016934876,0.150492826,0.052814352,-0.023762025,0.385782182,0.40307637,-0.333643307,0.013356125,1,0.605816579,1.006020927,0.191879867,0.105217919,-0.125164398
1997,30697,3182.0,1,168.189,13.031,577.427,348.548,21.317,523.281,35.902,10.692,59.211,89.534,29.824,38.51,9.915,0.0,0.0,102.402,228.879,38.51,151.053,0.0,89.336,111.385,624.533,1.285,0.433,26.485,7.026,28.0,0.045744857,0.10098179,0.021808553,-0.001841531,0.784696594,0.803542189,-7.207152315,0.00675248,1,0.34672561,0.66983348,0.154713929,0.124727455,-0.074422699
1997,31488,2661.0,1,119.816,23.138,195.596,134.567,53.136,78.597,17.938,8.403,28.659,11.698,11.408,-7.686,40.73,37.732,30.802,44.272,61.029,-7.686,59.265,0.0,28.018,18.478,108.261,1.82,0.582,-1.144,0.887,11.125,0.000187349,-0.096088429,0.03833688,0.097747802,0.554326264,-0.2751149,-0.540578279,-0.046449223,1,0.674317656,0.780549794,0.143244238,-0.040609215,0.049513563
1997,61325,2943.0,1,82.019,2.988,196.812,163.709,45.694,91.251,15.141,0.2,0.0,2.55,4.522,20.913,0.0,0.0,27.132,28.111,33.103,20.913,12.134,0.0,41.167,34.866,128.85,3.482,1.348,13.942,0.324,42.75,0.022639516,0.160797891,0.063332191,0.0,0.717537549,0.687917199,0.707090713,0.002910546,1,0.252919245,0.54032859,0.209169156,0.178744182,-0.11699706
1997,61927,1648.0,1,162.91,13.568,252.415,187.855,127.822,36.307,23.049,5.019,0.36,30.848,7.627,-32.933,0.935,3.893,0.0,33.034,63.882,-32.933,15.8,0.651,-125.278,31.498,99.371,178.062,1.027,-1.407,3.562,46.5,0.047091538,0.427964814,0.115074529,0.005627631,0.457861062,2.209823214,-0.286542318,-0.057289192,1,0.175274089,0.535622558,-0.496317572,-0.121934116,-0.578400128
1997,62162,1622.0,1,31.852,3.614,98.546,39.881,2.983,71.637,22.53,5.495,31.48,42.172,3.997,7.592,0.439,17.11,0.0,14.845,58.665,7.592,22.497,0.0,15.151,25.462,109.472,0.751,1.381,4.909,1.952,12.0,0.179976055,0.111388806,0.21123915,0.006150853,0.78284253,0.618277471,0.086378523,-0.047384932,1,0.147510726,0.594098028,0.153745459,0.146662472,-0.073540856
1997,63199,1751.0,1,117.961,18.113,167.449,100.141,4.511,105.634,11.502,25.734,31.226,5.177,5.13,7.955,46.682,0.0,0.0,55.966,67.308,7.955,25.882,0.0,18.385,54.857,203.247,0.889,2.077,5.191,2.238,22.0,0.30112707,0.132521108,0.219816247,0.108855857,0.868407694,0.145228629,-0.119317585,0.008067978,1,0.395745404,1.015444796,0.109794624,0.091872749,-0.116121505
1997,63416,1603.0,1,17.591,4.305,45.947,13.561,1.826,49.484,5.505,9.393,8.047,2.353,0.782,-16.27,0.726,0.0,0.0,30.033,32.386,-24.699,6.636,0.0,-27.351,13.398,33.686,0.05,0.266,0.289,0.389,8.0,-0.211681081,-0.206298663,0.147954886,-0.093863632,0.854810978,-0.194843888,-7.149417175,-0.426793159,1,0.307924614,0.185307243,-0.595272814,-0.522798006,-0.078003985
1997,63859,1721.0,1,111.487,15.082,360.503,103.006,62.901,36.596,21.351,7.285,146.0,150.874,3.835,-61.899,4.301,2.235,0.252,106.623,257.497,-61.899,14.701,0.0,-68.727,35.269,71.862,0.852,0.0,0.0,3.59,22.75,-0.237946253,0.201306948,0.160643645,0.018003377,0.787222298,1.990070813,-12.49817856,-0.186681402,1,0.212062024,0.496402878,-0.190641964,-0.161743453,-0.487346546
1997,64150,1304.0,1,12.769,2.278,15.546,1.543,6.158,16.984,7.581,5.321,0.0,0.073,0.487,-27.026,0.0,0.0,0.566,13.533,14.003,-27.026,4.494,0.0,-33.327,5.978,19.153,0.447,0.0,0.0,0.361,2.5,-0.112812524,-0.512804924,-0.020518276,-0.000721939,0.457095073,0.125378593,-0.817545312,-0.690693183,1,0.081414062,1.121908371,-2.143766885,-1.715232214,-0.215669884
1997,64156,2558.0,1,288.363,203.172,495.206,96.858,5.937,114.938,26.083,8.449,702.747,115.852,14.035,8.123,15.554,0.0,0.0,282.496,398.348,8.123,73.173,0.0,-68.421,255.527,237.417,51.165,0.0,8.571,10.978,23.0,0.02911148,0.138923453,0.154297855,0.002447522,0.911759954,0.371141104,0.301901572,0.196772761,1,0.161454487,1.113591545,-0.138166743,0.055879775,0.007062019
1997,64282,1358.0,1,72.448,9.305,106.694,75.39,31.284,23.9,12.947,2.545,2.85,2.758,2.206,-10.949,19.305,0.0,15.9,27.612,31.304,-10.949,14.843,0.0,-15.054,17.858,40.423,71.446,0.0,-0.524,0.643,24.875,0.206504147,0.927911525,0.275810911,0.268206186,0.601242807,1.167447307,-0.571928914,0.238617753,1,0.234089269,1.633437557,-0.141095094,-0.101505239,-1.043074381
1997,64630,2957.0,1,12.898,5.273,25.09,9.882,1.883,11.898,9.25,5.625,4.791,0.78,0.844,-4.162,1.149,0.0,0.0,14.341,15.208,-4.162,1.948,0.0,-5.781,4.667,19.014,7.464,0.0,0.018,1.017,6.75,0.182466365,0.357120714,0.242668485,0.053940108,0.876803507,0.0,0.0,0.0,1,0.15827027,0.552662843,-0.230410522,-0.124631327,-0.647343295
1997,65024,1246.0,1,30.224,1.65,39.87,30.005,14.34,14.443,15.361,0.343,0.2,0.413,1.14,-67.49,0.0,0.0,3.0,9.293,9.706,-67.49,6.371,0.0,-73.899,15.174,39.709,41.239,0.0,0.26,0.215,20.375,0.201579998,1.01949822,0.257522354,0.0,0.54354151,0.957388774,0.469464605,-1.671565369,1,0.095868631,1.121535469,-1.853498871,-1.680837723,-2.495895736
1997,65825,1282.0,1,39.748,2.033,43.119,33.164,27.148,11.498,10.342,0.41,5.0,6.118,0.76,-13.59,3.368,0.0,0.981,3.837,9.955,-13.59,3.054,0.0,-30.932,8.87,14.27,37.73,0.0,0.0,0.968,11.125,0.331469678,0.230571397,0.280368258,0.090387268,0.328463091,2.549710679,-0.366145525,0.619408984,1,0.288245379,0.725347368,-0.717363575,-0.292724785,-0.419732379
1998,3144,2232.0,1,6380.0,1811.0,19145.0,8403.0,1807.0,5181.0,2465.517,4462.0,1818.0,687.0,381.0,3533.0,890.0,0.0,159.0,8640.0,10742.0,3533.0,5685.0,0.0,18572.0,1666.0,18813.0,302.0,1037.0,1665.0,277.0,67.0,0.030760704,0.064403492,0.001496467,-0.003824304,0.713972317,-0.00445151,0.080219451,-0.053663432,1,0.050868808,0.989069485,0.78457252,0.285975451,-0.097436608
1998,3650,2370.0,1,1876.0,340.0,4542.0,1272.0,38.0,4726.0,38.4,90.0,711.0,1137.0,199.0,-21.0,731.0,0.0,0.0,1071.0,3208.0,-21.0,3095.0,0.0,481.0,833.0,6266.0,0.0,13.0,4.0,71.0,35.5,0.027446732,-0.032502709,0.01492717,0.013001083,0.623734038,0.123302553,-0.010713897,-0.064489675,1,0.933098592,0.878534685,0.105900484,0.011889036,-0.023594559
1998,3839,2027.0,1,52.517,5.403,72.357,59.456,4.315,35.506,7.72,0.12,0.0,0.24,1.403,5.789,32.501,0.0,0.913,10.77,12.901,5.789,19.23,0.0,12.361,14.342,62.305,1.729,0.395,2.639,0.13,9.875,0.098705371,0.133653755,0.045879827,0.087217098,0.76429371,0.122952842,0.072986395,0.00421149,1,0.779904244,0.858639353,0.170833506,0.118274666,-0.120802714
1998,4016,2225.0,1,878.917,257.759,1211.784,724.903,22.294,2262.0,177.517,0.725,1.24,0.786,53.112,182.033,811.722,0.0,0.0,455.134,486.023,182.033,528.238,0.858,402.27,0.0,3220.989,59.924,23.825,98.882,8.349,24.9375,0.036154051,0.129953513,0.0,0.169064366,0.712240795,0.22595758,0.006231074,-0.005938782,1,0.163752159,0.982720524,0.331965103,0.238709209,-0.094775658
1998,4060,2555.0,1,8040.0,1682.0,23830.0,7429.0,390.0,12491.0,220.377,1826.0,218.0,4051.0,1276.0,1310.0,2810.0,2615.0,267.0,6842.0,15826.0,1310.0,24435.0,43.0,12540.0,4537.0,18473.0,142.0,290.0,685.0,540.0,90.9375,-0.017631084,-0.019218717,-0.017589304,-0.00463756,0.629164918,-0.031225965,0.09035249,-0.019499134,1,0.370698715,1.037405928,0.526227444,0.106378515,-0.001587633
1998,4372,2551.0,1,40.039,7.285,92.16,30.166,5.773,71.53,4.852,7.204,45.0,37.505,2.813,5.789,18.687,0.0,0.0,21.83,61.994,5.789,38.96,0.0,23.683,15.008,96.973,1.265,0.0,3.858,1.768,14.25,0.252545573,0.138961963,0.176921172,0.179737551,0.665386285,-0.048921503,0.643266491,-0.040770433,1,0.436296843,1.147789201,0.256976997,0.123860677,-0.121166166
1998,5439,2072.0,1,6066.0,1008.5,11065.9,4061.2,202.6,14789.4,440.0,573.5,150.0,1369.7,587.0,-14.7,1284.7,0.0,0.0,3936.4,6834.5,-14.7,6824.4,0.0,3036.6,3860.4,17159.3,49.1,245.6,244.4,136.8,29.625,0.185471147,0.201357018,0.198525398,0.114920601,0.719995662,0.892963971,0.700775064,-0.092285298,1,0.311561181,0.931134896,0.274410577,0.033119764,-0.257641476
1998,6127,1821.0,1,5933.0,2380.0,29350.0,6916.0,111.0,28994.0,330.881,0.0,1903.0,7357.0,827.0,703.0,514.0,0.0,0.0,6107.0,19158.0,703.0,15792.0,132.0,1994.0,2893.0,31260.0,880.0,0.0,175.0,616.0,57.0625,-0.014098386,0.09455772,0.028120973,0.019480027,0.633117547,0.497668941,-0.047744341,0.02133439,1,0.366296155,0.852794441,0.067938671,0.050902896,-0.071894186
1998,6136,2819.0,1,4776.945,3613.699,6942.823,1265.092,840.536,3188.294,139.535,214.464,12.253,506.618,158.864,309.905,0.0,0.0,31.733,4658.352,5621.803,309.905,860.465,0.0,955.889,3799.226,3844.34,33.688,205.672,232.005,58.699,79.75,-0.021906403,0.022608638,0.098555801,0.0,0.815617221,0.2400903,0.560381519,0.003322488,1,0.113686334,0.931569721,0.137680163,0.086507895,-0.011417325
1998,6435,1533.0,1,3385.8,663.0,11687.8,4031.5,144.0,7049.8,538.258,635.4,538.3,2068.2,627.8,1114.3,1283.8,0.0,0.0,3764.1,7453.8,1103.1,10560.0,0.0,4689.1,1465.2,12297.8,38.3,570.9,522.2,211.1,54.5,-0.007650149,0.004095183,-0.012294261,-0.003110596,0.474486216,-0.012879726,0.014390971,0.018102369,1,0.137429406,0.877223728,0.401196119,0.157121101,0.015971212
1998,6502,1960.0,1,2673.18,1785.63,6700.071,-387.832,121.431,21392.521,256.958,175.204,892.698,3228.663,429.954,449.912,1730.156,67.314,0.0,3192.068,7087.903,410.789,6861.928,0.0,-773.605,456.917,28203.304,52.593,0.0,263.052,266.896,60.5,-0.018613517,0.052466455,0.008674135,-0.011661656,0.416938567,0.06251388,-0.026870679,-0.004700755,1,-0.024947448,1.013788,-0.115462209,0.14040702,-0.051561938
1998,6841,1427.0,1,72.342,12.665,106.876,31.797,2.03,122.95,5.24,29.061,20.116,22.186,3.728,5.687,40.635,0.0,0.0,49.352,74.079,5.687,37.444,1.0,15.223,26.053,165.074,0.016,1.108,3.56,3.579,9.125,0.098784794,0.036882011,0.027378479,0.062339011,0.738407126,0.640241132,-0.039092611,-0.022169002,1,0.665000523,0.630688619,0.142436094,0.120008234,-0.021520565
1998,7171,1329.0,1,6499.5,3579.7,9081.6,2881.8,269.0,27543.3,280.584,212.0,82.7,1141.1,173.4,84.9,3529.0,73.4,28.2,4800.1,6199.8,84.9,1375.0,0.0,1184.1,2583.7,30344.4,224.9,95.2,117.1,130.2,66.0,0.026917919,0.170112532,0.163835769,0.128734912,0.893961417,0.408565145,-0.53245336,-0.017178013,1,0.155616986,0.84290078,0.130384514,0.036579457,-0.179643409
1998,8972,2449.0,1,8637.0,1986.0,27939.0,10856.0,421.0,14402.0,336.798,827.0,3757.0,8163.0,761.0,864.0,4533.0,671.0,0.0,6680.0,17083.0,864.0,4475.0,0.0,4838.0,2638.0,19840.0,103.0,105.0,603.0,739.0,53.25,-0.00845464,0.014539151,0.012876523,-0.026425173,0.903504062,0.504024168,-0.293911059,0.004031028,1,0.605314,0.544562663,0.173162962,0.078957729,-0.002617755
1998,9155,1579.0,1,3802.351,1455.516,10421.741,2953.732,82.949,9161.584,258.862,1550.211,2279.142,3304.24,253.438,143.686,2893.143,0.0,0.0,3690.478,7444.45,143.686,3830.576,23.559,1334.651,749.606,12731.9,32.795,171.673,55.884,203.945,41.375,0.010224324,0.013551962,0.064631763,-0.018594589,0.716841745,0.049002251,-0.328603358,-0.029075631,1,0.275781278,0.963468921,0.128064111,0.038718579,-0.032664444
1998,9538,1470.0,1,601.269,73.481,1223.134,449.792,176.479,1505.972,1.488,177.588,0.0,329.469,58.564,52.355,214.846,0.0,155.763,365.464,767.66,52.355,877.69,0.0,435.09,181.583,1779.869,0.0,0.0,32.907,32.314,422.0,0.018393035,0.037737714,0.005063218,0.003256204,0.398080668,-0.008413188,-0.07931144,0.015884017,0,0.716302298,1.105718196,0.355717362,0.096126835,-0.019181101
1998,10232,1803.0,1,479.604,65.025,838.399,530.928,16.284,529.123,58.756,10.594,24.505,64.596,37.609,92.964,196.986,0.0,0.0,184.287,307.471,92.964,259.299,0.0,360.153,205.416,977.901,22.005,9.858,45.787,6.173,63.9375,0.123412861,0.154389627,0.056177265,0.09071099,0.772004738,0.234149129,0.156876034,0.013917148,1,0.141327851,1.157483954,0.429572316,0.172858031,-0.124431582
1998,10787,1839.0,1,5743.3,1279.5,16526.6,6136.9,820.1,7633.1,586.645,350.0,2963.5,4652.6,413.3,1177.1,2025.3,0.0,0.0,5048.2,10389.7,1174.7,5705.9,0.0,57.6,2082.5,12311.3,1552.4,517.9,541.3,236.2,55.25,0.025372957,0.175846012,0.012619747,0.056514518,0.725884332,0.90758599,0.712659841,0.203078552,1,0.189339572,0.88974548,0.00348529,0.11812472,-0.030971024
1998,10903,2754.0,1,4280.0,3519.0,9701.0,4038.0,1814.0,13348.0,183.93,459.0,708.0,249.0,185.0,-166.0,0.0,2610.0,170.0,5342.0,5663.0,-166.0,757.0,0.0,2929.0,991.0,17355.0,84.0,0.0,120.0,4.0,43.0625,-0.090510275,-0.160471023,0.025744632,0.0,0.782702814,0.47285876,-0.397262544,-0.082093254,1,0.509817225,0.741218866,0.301927636,-0.004329451,0.088201339
1998,11160,2062.0,1,2.713,0.566,4.02,3.109,0.255,1.966,8.679,0.085,0.0,0.099,0.065,0.115,1.625,0.5,0.0,0.755,0.911,0.115,0.97,0.0,-2.977,0.776,3.348,0.169,0.104,0.09,0.039,0.688,-0.014080966,0.144581343,-0.051294946,0.087503143,0.830845771,0.027183343,0.582911036,-0.087488788,1,0.520670048,0.983967611,-0.740547264,0.060696517,-0.22102087
1998,11636,1542.0,1,12475.0,948.0,30024.0,4857.0,79.0,9043.0,328.394,4104.0,2468.0,11505.0,821.0,585.0,2498.0,9093.0,0.0,8507.0,24726.0,395.0,5246.0,317.0,2951.0,7891.0,19449.0,126.0,0.0,207.0,748.0,118.0,0.044566798,-0.004674839,0.039718817,0.015444283,0.918565148,0.026472238,-0.006509585,-0.039557331,1,0.125340344,0.920631638,0.098288036,0.044964029,-0.025348016
1998,12141,1563.0,1,15889.0,759.0,22357.0,15647.0,13927.0,669.0,2470.0,0.0,0.0,0.0,528.0,4490.0,0.0,0.0,10088.0,5730.0,5730.0,4490.0,3052.0,980.0,7622.0,1460.0,14484.0,2512.0,915.0,2627.0,0.0,108.375,-0.060744611,0.335619421,0.026126715,0.0,0.309746388,0.271126441,0.008561552,-0.0377959,1,0.05845276,0.747625804,0.340922306,0.318334303,-0.279229262
1998,12884,2472.0,1,932.637,63.606,1031.393,381.662,657.617,278.6,45.825,0.247,292.672,415.0,17.642,111.527,46.689,7.902,73.658,225.356,649.731,111.527,129.36,0.0,121.723,192.317,696.094,36.238,0.0,11.783,15.154,84.0,-0.030012976,-0.3898678,0.151158261,0.015405425,0.302824433,1.21013642,-0.136548895,0.047267402,1,0.099151015,0.882550765,0.118018059,0.134249505,0.481243234
1998,13839,2620.0,1,231.526,30.761,617.054,276.853,48.527,263.277,24.11,3.029,37.0,191.372,30.547,39.102,100.245,0.0,0.0,75.229,340.201,39.102,417.225,0.0,120.921,64.653,457.241,10.325,8.733,22.593,11.009,24.0,0.025341177,0.047400554,0.004737148,0.014556897,0.508077089,0.231355092,-0.018196958,0.029716274,1,0.478454652,0.880070667,0.195965021,0.117824372,-0.010929644
1998,14913,1575.0,1,36.49,22.516,90.143,-13.654,3.822,146.125,107.752,10.787,29.643,61.931,11.9,-149.742,18.477,5.424,0.0,41.36,103.797,-149.742,47.977,0.0,-232.347,8.63,81.518,9.663,0.0,0.571,12.199,0.5,-0.523824524,-0.873673003,-0.28847741,-0.222021888,0.547341446,-0.064201705,-1.904270162,-0.886627886,1,-0.253433811,0.368596153,-2.577537912,-1.5194968,0.003572261
1998,21118,1209.0,1,12.026,0.402,13.975,12.356,10.439,1.087,6.73,0.0,0.0,0.0,0.066,2.878,0.0,0.0,0.0,0.79,1.619,2.878,0.455,0.0,3.771,1.416,7.381,0.325,0.0,1.57,0.0,5.0,-0.001427132,0.049949631,0.042478173,0.0,0.232057245,2.422100548,0.068349673,0.082966275,1,0.367191679,1.008277901,0.269838998,0.318282648,0.110644728
1998,23950,1938.0,1,53.118,7.469,61.846,16.695,0.49,88.89,4.563,0.544,40.055,34.95,0.505,2.417,28.512,0.0,0.0,9.726,45.151,1.406,8.488,0.0,5.406,23.24,108.14,0.0,0.246,1.75,2.917,3.75,0.205401831,0.03017752,0.140546795,0.111103968,0.878892734,0.232543022,-0.253635115,0.02309635,1,0.975673899,3.690313574,0.087410665,0.098195518,0.011993865
1998,26012,3073.0,1,117.217,18.21,246.275,192.652,5.946,164.344,18.147,1.511,16.766,0.204,7.591,38.145,32.258,0.0,0.0,43.955,53.623,38.145,44.931,0.0,133.362,62.841,329.974,3.732,4.685,24.905,0.553,31.0,0.05036318,0.328739692,0.072515563,0.001557481,0.877632728,0.136718694,-0.127187645,0.004332733,1,0.342457742,1.385914993,0.541516597,0.258260075,-0.295226043
